RFs	Gene.ID	Regulatory.Type	RIF1_Pearson	RIF1_Spearman	RIF1_Sobolev	RIF1_Fisher	RIF2_Pearson	RIF2_Spearman	RIF2_Sobolev	RIF2_Fisher
ENSG00000227136	ENSG00000227136	lncRNA	0.36	0.79	0.51	0.18	-2.94	-2.7	-1.98	-2.38
ENSG00000227145	ENSG00000227145	lncRNA	0.83	0.9	0.76	0.3	0.42	0.25	-0.36	-0.56
ENSG00000227220	ENSG00000227220	lncRNA	-0.51	-0.5	0.73	0.17	-2.45	-3.03	-1.79	-2.13
ENSG00000227359	ENSG00000227359	lncRNA	0.5	-0.57	-0.3	0.13	-0.6	-1.17	-0.32	-0.05
ENSG00000227392	ENSG00000227392	lncRNA	-0.32	-1.11	-0.29	-0.07	-0.66	-0.65	0.37	0.72
ENSG00000227407	ENSG00000227407	lncRNA	0.56	0.56	-0.11	0.05	0.68	0.87	0.54	1
ENSG00000227418	ENSG00000227418	lncRNA	-0.42	-0.09	-0.16	0.04	0.42	0.86	0.65	0.72
ENSG00000227432	ENSG00000227432	lncRNA	0.45	0.69	0.3	0.28	0.58	0.82	-0.54	-0.61
ENSG00000227438	ENSG00000227438	lncRNA	-1.51	-1.12	0.52	-0.11	-2.22	-2.6	-1.58	-2.05
ENSG00000227467	ENSG00000227467	lncRNA	-0.17	-0.65	-0.14	0.02	-2.54	-1.92	-2.71	-2.44
ENSG00000227482	ENSG00000227482	lncRNA	0.94	0.37	0.35	0.29	0.56	0.93	0.48	0.66
ENSG00000227487	ENSG00000227487	lncRNA	-0.07	0.9	-1.28	-0.29	-2.25	-0.28	-2.04	-1.87
ENSG00000227527	ENSG00000227527	lncRNA	0.11	-0.39	0.15	0.14	-0.24	-0.49	-0.03	-0.03
ENSG00000227591	ENSG00000227591	lncRNA	0.44	0.67	-0.34	0.3	0.61	0.53	0.75	0.16
ENSG00000227619	ENSG00000227619	lncRNA	0.38	0.52	-0.56	0.18	0.23	0.09	-0.46	-0.76
ENSG00000227674	ENSG00000227674	lncRNA	0.67	0.82	0.73	0.31	0.38	0.34	0.64	1
ENSG00000227683	ENSG00000227683	lncRNA	-0.63	0.41	0.55	0.25	0.71	1.01	0.1	0.56
ENSG00000227695	ENSG00000227695	lncRNA	-4.08	-3.27	-1.14	-0.37	-0.88	-1	0.21	0.34
ENSG00000227705	ENSG00000227705	lncRNA	0.79	0.88	0.72	0.29	0.7	0.83	0.71	0.78
ENSG00000227744	ENSG00000227744	lncRNA	0.62	0.56	0.68	0.17	-0.2	-0.48	-0.25	-0.66
ENSG00000227811	ENSG00000227811	lncRNA	-1.36	-1.88	0.7	0.05	-1.39	-2.58	-0.98	-1.75
ENSG00000227877	ENSG00000227877	lncRNA	-3.16	-0.09	0.25	0.25	-2.19	0.48	0.6	-0.12
ENSG00000227906	ENSG00000227906	lncRNA	0.53	0.81	-2.63	-0.25	0.52	-1.07	0.99	0.53
ENSG00000227914	ENSG00000227914	lncRNA	-0.16	-0.06	0.7	0.14	-1.39	-1.1	-1.18	-1.57
ENSG00000227953	ENSG00000227953	lncRNA	0.8	0.79	0.34	0.27	0.36	0.28	-0.31	-0.13
ENSG00000227954	ENSG00000227954	lncRNA	0.53	0.35	-0.56	0.31	-1.56	-1.94	-0.82	-1.64
ENSG00000227959	ENSG00000227959	lncRNA	-0.9	-2.47	0.18	-0.03	0.14	-0.49	0.56	0.71
ENSG00000228010	ENSG00000228010	lncRNA	0.81	0.82	-1.79	0.2	-0.22	-0.2	-0.67	-1.06
ENSG00000228035	ENSG00000228035	lncRNA	0.15	0.27	-1.32	0.15	0.27	0.62	0.56	0.11
ENSG00000228044	ENSG00000228044	lncRNA	-0.23	-0.17	0.42	0.24	0.25	-0.38	0.64	0.95
ENSG00000228065	ENSG00000228065	lncRNA	0.64	0.55	0.59	0.28	-0.17	0.47	-1.47	-1.23
ENSG00000228086	ENSG00000228086	lncRNA	0.67	-0.37	0.66	0.24	0.3	-0.38	0.36	0.55
ENSG00000228140	ENSG00000228140	lncRNA	-0.96	-2.76	-0.8	-0.22	-0.09	-0.63	0.73	0.81
ENSG00000228221	ENSG00000228221	lncRNA	-2.77	0.18	-5.67	-1.45	-1.81	-0.87	-2.67	-2.17
ENSG00000228223	ENSG00000228223	lncRNA	0.71	0.49	0.46	0.24	-0.68	-0.04	-0.91	-1.47
ENSG00000228262	ENSG00000228262	lncRNA	0.22	0.26	-0.06	0.14	0.74	0.84	0.92	0.95
ENSG00000228295	ENSG00000228295	lncRNA	-1.72	-1.35	0.72	0.26	0.37	-0.04	0.71	0.87
ENSG00000228350	ENSG00000228350	lncRNA	0.66	0.61	0.72	0.3	0	0.11	-0.1	0.03
ENSG00000228412	ENSG00000228412	lncRNA	0.46	0.57	-0.49	0.13	0.14	0.43	0.53	0.38
ENSG00000228496	ENSG00000228496	lncRNA	0.76	0.78	0.66	0.31	0.43	0.21	0.53	0.87
ENSG00000228528	ENSG00000228528	lncRNA	0.73	0.65	0.25	0.07	0.5	0.28	-0.48	-0.66
ENSG00000228536	ENSG00000228536	lncRNA	-1.13	0.66	-2.98	-0.37	-3.37	-1.14	-3.42	-2.13
ENSG00000228549	ENSG00000228549	lncRNA	0.51	0.61	-0.34	0.14	-1.03	-2.81	-1.01	-1.51
ENSG00000228561	ENSG00000228561	lncRNA	-0.01	-0.89	-0.35	-0.35	0.46	-0.27	-0.24	-0.7
ENSG00000228566	ENSG00000228566	lncRNA	0.44	0.49	-1.39	-0.15	0.13	0.01	0.93	0.97
ENSG00000228569	ENSG00000228569	lncRNA	0.53	0.46	0.78	0.33	-0.19	-0.48	0.44	0.71
ENSG00000228590	ENSG00000228590	lncRNA	-0.02	0.62	0.32	0.29	0.76	0.74	-0.09	-0.12
ENSG00000228613	ENSG00000228613	lncRNA	0.27	-0.84	-0.19	-0.02	-0.04	-0.89	0.63	0.95
ENSG00000228622	ENSG00000228622	lncRNA	0.58	0.76	0.38	0.17	0.05	0.25	-0.42	-0.4
ENSG00000228630	ENSG00000228630	lncRNA	0.58	0.6	0.62	0.27	0.44	0.55	0.05	-0.12
ENSG00000228634	ENSG00000228634	lncRNA	-1.15	-1.22	0.27	0.14	0.14	-0.3	0.55	0.8
ENSG00000228705	ENSG00000228705	lncRNA	0.68	0.72	0.74	0.3	0.7	0.58	0.77	0.84
ENSG00000228708	ENSG00000228708	lncRNA	0.79	0.79	0.75	-5.17	0.75	0.88	1.15	3.08
ENSG00000228714	ENSG00000228714	lncRNA	0.61	0.69	0.7	0.31	0.54	0.62	0.6	1.02
ENSG00000228723	ENSG00000228723	lncRNA	-0.12	0.68	0.71	0.29	0.61	0.87	0.19	0.48
ENSG00000228784	ENSG00000228784	lncRNA	0.06	0.35	-0.06	0.1	0.83	0.81	-0.16	-0.17
ENSG00000228789	ENSG00000228789	lncRNA	-0.37	0.1	0.66	0.21	0.63	0.88	0.77	0.94
ENSG00000228793	ENSG00000228793	lncRNA	-1.22	0.04	0.44	0.06	0.49	0.71	0.31	0.58
ENSG00000228799	ENSG00000228799	lncRNA	0.77	0.27	0.17	0.28	0.73	0.59	0.93	0.97
ENSG00000228812	ENSG00000228812	lncRNA	0.74	0.72	0.71	0.3	0.72	0.87	0.34	0
ENSG00000228862	ENSG00000228862	lncRNA	0.17	-0.04	0.68	0.25	0.34	0.3	-0.12	0.14
ENSG00000228873	ENSG00000228873	lncRNA	-0.42	-1.43	-1.99	0.04	0.74	0.56	1.04	1.02
ENSG00000228877	ENSG00000228877	lncRNA	0.51	0.71	-0.09	0.28	0.51	0.31	-0.05	-0.1
ENSG00000228933	ENSG00000228933	lncRNA	0.73	0.57	0.57	0.29	0.35	0.36	0.55	0.94
ENSG00000228951	ENSG00000228951	lncRNA	0.56	-0.71	0.08	0.31	0.74	0.69	0.74	0.5
ENSG00000228952	ENSG00000228952	lncRNA	0.76	0.39	0.86	0.33	0.66	0.93	0.55	0.61
ENSG00000228962	ENSG00000228962	lncRNA	0.79	0.75	-0.45	0.25	-0.59	-1.22	-0.4	-1.22
ENSG00000229019	ENSG00000229019	lncRNA	0.8	0.95	-1.37	0.28	-1.71	-1.79	0.08	-1.35
ENSG00000229116	ENSG00000229116	lncRNA	0.64	0.35	0.71	0.15	-0.38	-0.71	0.04	-0.83
ENSG00000229151	ENSG00000229151	lncRNA	0.44	0.28	0.49	0.27	0.26	0.41	-0.63	-0.88
ENSG00000229167	ENSG00000229167	lncRNA	0.53	0.24	0.69	0.28	0.37	0.43	-0.4	-0.66
ENSG00000229255	ENSG00000229255	lncRNA	0.64	0.36	0.5	0.3	0.39	0.42	0.25	0.58
ENSG00000229291	ENSG00000229291	lncRNA	-1.21	0.17	-1.21	-0.67	-0.51	-0.48	-0.97	-1.4
ENSG00000229352	ENSG00000229352	lncRNA	0.14	0.68	0.57	0.29	0.66	0.58	-0.22	0.09
ENSG00000229403	ENSG00000229403	lncRNA	-0.18	0.43	0.63	-0.01	0.45	0.82	-0.21	-0.61
ENSG00000229404	ENSG00000229404	lncRNA	0.57	0.51	0.44	0.25	0.73	0.92	0.36	0.58
ENSG00000229407	ENSG00000229407	lncRNA	-0.23	-0.93	0.16	0.19	0.33	-0.05	0.41	-0.16
ENSG00000229444	ENSG00000229444	lncRNA	-2.3	0.01	0.33	0.3	-2.04	0.71	0.63	0.08
ENSG00000229498	ENSG00000229498	lncRNA	0.1	0.29	-2.92	-0.09	0.48	0.52	0.87	0.65
ENSG00000229557	ENSG00000229557	lncRNA	0.37	0.76	0.7	0.3	0.74	0.77	0.54	0.7
ENSG00000229558	ENSG00000229558	lncRNA	0.32	0.64	0.33	0.25	-0.99	-1.08	0.05	-1.09
ENSG00000229563	ENSG00000229563	lncRNA	0.36	0.55	0.59	0.06	-2.96	-2.2	-1.44	-2.16
ENSG00000229618	ENSG00000229618	lncRNA	-2.03	-0.42	-0.17	-0.31	-0.62	-1.28	-0.09	-0.55
ENSG00000229694	ENSG00000229694	lncRNA	0.73	0.77	-0.05	0.3	0.55	0.61	-0.47	-0.7
ENSG00000229743	ENSG00000229743	lncRNA	0.58	0.38	0.14	0.22	0.71	0.85	0.92	1.05
ENSG00000229847	ENSG00000229847	lncRNA	-0.42	0.51	0.63	0.06	0.78	-0.15	0.85	1.03
ENSG00000229896	ENSG00000229896	lncRNA	0.8	0.79	0.59	0.3	0.06	0.36	-0.06	0.12
ENSG00000230001	ENSG00000230001	lncRNA	0.79	0.79	0.75	-5.3	0.75	0.88	1.15	0.59
ENSG00000230058	ENSG00000230058	lncRNA	0.74	0.34	0.25	0.22	0.75	0.72	-0.27	-0.09
ENSG00000230061	ENSG00000230061	lncRNA	0.63	0.96	-0.98	-0.08	0.29	0.88	0.76	1.06
ENSG00000230082	ENSG00000230082	lncRNA	0.64	0.52	0.62	0.26	0.58	0.67	-0.65	-0.6
ENSG00000230084	ENSG00000230084	lncRNA	-0.06	0.28	0.33	0.25	-2.27	-1.27	-2.17	-2.19
ENSG00000230098	ENSG00000230098	lncRNA	0.65	0.65	0.19	0.24	0.73	0.86	0.33	0.26
ENSG00000230105	ENSG00000230105	lncRNA	0.21	0.7	-1.79	-0.08	0.77	0.94	1.06	1.13
ENSG00000230190	ENSG00000230190	lncRNA	0.38	-0.01	0.42	0.21	0.43	0.6	-0.1	0.12
ENSG00000230212	ENSG00000230212	lncRNA	-1.15	-2.93	0.73	0.23	0.35	-0.54	0.28	0.37
ENSG00000230223	ENSG00000230223	lncRNA	0.8	0.73	0.5	0.3	0.72	0.88	0.73	0.82
ENSG00000230316	ENSG00000230316	lncRNA	0.82	0.88	0.77	0.31	0.29	-0.03	0.3	0.42
ENSG00000230387	ENSG00000230387	lncRNA	0.77	0.71	0.69	0.3	0.39	0.64	0.32	0.55
ENSG00000230417	ENSG00000230417	lncRNA	-3.03	-1.85	-1.03	-0.67	-0.55	-0.36	-0.78	-1.36
ENSG00000230438	ENSG00000230438	lncRNA	0.46	0	0.14	0.2	0.5	0.61	-0.21	-0.41
ENSG00000230500	ENSG00000230500	lncRNA	0.6	0.5	0.13	0.27	-2.62	-3.82	-1.54	-2.44
ENSG00000230506	ENSG00000230506	lncRNA	0.48	0.75	-1.73	0.25	0.59	-0.94	0.88	0.26
ENSG00000230525	ENSG00000230525	lncRNA	-0.13	-0.03	-0.67	-0.15	-1.64	-2.37	-1.73	-1.96
ENSG00000230630	ENSG00000230630	lncRNA	0.57	0.45	-2.15	0.18	-0.32	-1.45	0.32	-0.88
ENSG00000230649	ENSG00000230649	lncRNA	0.73	0.7	0.37	0.27	0.77	0.57	0.45	0.72
ENSG00000230746	ENSG00000230746	lncRNA	-0.85	0.2	-0.99	-0.59	-2.37	-1.96	-1.87	-1.88
ENSG00000230749	ENSG00000230749	lncRNA	0.64	0.62	0.24	0.28	0.07	-0.51	-0.53	-0.83
ENSG00000230768	ENSG00000230768	lncRNA	0.79	0.79	0.75	-5.99	0.75	0.88	1.15	3.19
ENSG00000230798	ENSG00000230798	lncRNA	-0.24	-3.12	0.74	0.25	0.68	0.35	0.24	-0.23
ENSG00000230812	ENSG00000230812	lncRNA	0.81	0.75	-1.2	0.21	-0.19	-0.5	0.31	-0.31
ENSG00000230834	ENSG00000230834	lncRNA	-0.39	0.46	0.48	0.26	0.6	0.88	0.81	0.93
ENSG00000230839	ENSG00000230839	lncRNA	-0.57	-0.91	0.69	0.29	0.42	0.37	-0.32	-0.18
ENSG00000230910	ENSG00000230910	lncRNA	0.67	0.03	0.74	0.29	0.64	0.7	-0.11	0.07
ENSG00000230922	ENSG00000230922	lncRNA	-0.31	-4.45	0.16	0	0.15	-1.21	0.74	0.79
ENSG00000230937	ENSG00000230937	lncRNA	-2.81	-2.39	-1.46	-0.24	0.17	-0.22	0.5	0.45
ENSG00000230943	ENSG00000230943	lncRNA	-1.32	-1.88	0.31	0.17	-0.06	-0.82	-0.02	0.14
ENSG00000230990	ENSG00000230990	lncRNA	0.2	0	-1.55	-0.25	0.34	-0.15	1.04	1.2
ENSG00000231013	ENSG00000231013	lncRNA	-3.89	-0.85	-2.76	-0.72	-2.82	-0.67	-3.41	-1.92
ENSG00000231056	ENSG00000231056	lncRNA	0.56	0.69	-0.69	-0.05	0.53	0.53	-0.47	-0.11
ENSG00000231107	ENSG00000231107	lncRNA	0.09	0.37	-0.41	0.22	0.71	0.83	0.91	0.87
ENSG00000231156	ENSG00000231156	lncRNA	0.44	0.69	0.07	0.18	-1.74	-1.1	-2.64	-1.74
ENSG00000231246	ENSG00000231246	lncRNA	0.8	0.67	-0.93	0.29	-0.77	-1.8	-0.47	-1.35
ENSG00000231290	ENSG00000231290	lncRNA	0.7	0.35	0.11	0.24	-0.43	0.7	-1.5	-1.37
ENSG00000231324	ENSG00000231324	lncRNA	-1.36	-1.89	0.28	0.01	-0.51	-0.98	0.2	0.56
ENSG00000231346	ENSG00000231346	lncRNA	0.53	0.69	0.43	0.32	-1.74	-1.46	-1.94	-1.8
ENSG00000231419	ENSG00000231419	lncRNA	-0.48	0.35	-1.59	-0.13	0.71	0.75	-0.09	-0.37
ENSG00000231421	ENSG00000231421	lncRNA	0.69	0.37	0.22	0.26	0.65	0.33	0.93	1.04
ENSG00000231482	ENSG00000231482	lncRNA	0.4	-0.52	-0.34	-0.02	0.06	-0.1	0.86	1.11
ENSG00000231609	ENSG00000231609	lncRNA	0.59	0.2	0.74	0.31	0.73	0.85	-0.16	-0.19
ENSG00000231638	ENSG00000231638	lncRNA	0.73	-0.02	-0.55	0.23	0.68	-0.34	0.75	0.5
ENSG00000231651	ENSG00000231651	lncRNA	0.78	0.46	0.75	0.32	0.54	0.82	-0.21	-0.04
ENSG00000231652	ENSG00000231652	lncRNA	0.38	0.48	0.18	0.3	-1.91	-1.11	-2.23	-1.99
ENSG00000231691	ENSG00000231691	lncRNA	0.76	0.95	0.04	0.32	-1.49	-0.24	-0.11	-0.88
ENSG00000231705	ENSG00000231705	lncRNA	0.19	0.62	0.67	0.28	0.77	0.31	0.84	0.88
ENSG00000231713	ENSG00000231713	lncRNA	-0.12	-0.88	0.09	0.24	-0.25	-1.25	0.45	0.63
ENSG00000231742	ENSG00000231742	lncRNA	-1.76	0.14	-0.71	0	-0.58	0	-1.53	-1.42
ENSG00000231806	ENSG00000231806	lncRNA	0.25	0.26	-0.73	-0.17	0.27	0.15	0.55	0.77
ENSG00000231808	ENSG00000231808	lncRNA	0.43	0.32	0.65	0.26	0.21	0.72	0.46	0.71
ENSG00000231826	ENSG00000231826	lncRNA	-0.45	-0.85	0.44	0.07	0.48	0.67	0.6	0.75
ENSG00000231943	ENSG00000231943	lncRNA	0.6	0.64	0.46	0.29	-1.32	-0.6	-0.79	-1.46
ENSG00000231969	ENSG00000231969	lncRNA	0.37	0.41	-1.1	-0.3	0.71	0.81	-0.69	-0.71
ENSG00000231990	ENSG00000231990	lncRNA	0.11	0.68	-0.1	0	0.55	0.34	0.94	1.25
ENSG00000232046	ENSG00000232046	lncRNA	0.61	0.64	0.64	0.3	-1.25	-1.86	-0.91	-1.63
ENSG00000232057	ENSG00000232057	lncRNA	0.41	0.63	0.23	0.29	-0.2	-1.41	0.69	-0.12
ENSG00000232063	ENSG00000232063	lncRNA	0.64	0.8	0.66	0.31	-1.13	-0.21	-1.23	-1.43
ENSG00000232077	ENSG00000232077	lncRNA	-0.4	0.21	-1.18	-0.16	0.43	0.79	-1.06	-0.84
ENSG00000232079	ENSG00000232079	lncRNA	-1.53	0.87	0.67	0.14	-1.52	0.77	0.18	-0.41
ENSG00000232188	ENSG00000232188	lncRNA	0.28	-1.05	0.66	0.27	0.33	-0.16	0.13	0.56
ENSG00000232197	ENSG00000232197	lncRNA	-0.59	-0.34	0.69	0.24	0.81	0.66	0.38	0.48
ENSG00000232298	ENSG00000232298	lncRNA	-1.12	-0.21	-0.22	0.16	0.45	0.75	0.45	0.53
ENSG00000232306	ENSG00000232306	lncRNA	-3.38	-3.52	-3.92	-0.95	-0.11	-0.39	0.67	0.8
ENSG00000232353	ENSG00000232353	lncRNA	0.51	0.68	0.55	0.31	0.73	0.87	0.9	1.08
ENSG00000232358	ENSG00000232358	lncRNA	-1.27	-0.96	-0.93	-0.19	0.19	0.54	-0.5	-0.27
ENSG00000232377	ENSG00000232377	lncRNA	0.56	0.79	0.25	0.3	0.23	0.03	0.42	-0.12
ENSG00000232448	ENSG00000232448	lncRNA	-0.26	-0.35	-0.19	0.17	0.78	0.81	0.88	0.81
ENSG00000232498	ENSG00000232498	lncRNA	0.35	0.26	-0.6	-0.27	-0.23	0.31	-0.43	-0.82
ENSG00000232504	ENSG00000232504	lncRNA	0.73	0.16	0.27	0.28	0.48	0.59	-0.22	-0.07
ENSG00000232555	ENSG00000232555	lncRNA	-0.06	0.81	-1.39	0.17	0.76	0.87	0.49	0.29
ENSG00000232606	ENSG00000232606	lncRNA	0.58	0.64	0.7	0.3	-0.14	-0.52	0.19	-0.21
ENSG00000232633	ENSG00000232633	lncRNA	0.71	0.68	0.51	0.3	0.24	-0.1	-0.71	-1.09
ENSG00000232638	ENSG00000232638	lncRNA	0.78	0.26	-0.54	0.24	0.67	-0.1	1	1
ENSG00000232667	ENSG00000232667	lncRNA	0.38	0.77	-0.13	0.19	0.69	0.77	-0.09	0.42
ENSG00000232685	ENSG00000232685	lncRNA	0.79	0.79	0.75	-5.15	0.75	0.88	1.15	0.65
ENSG00000232756	ENSG00000232756	lncRNA	0.82	0.82	0.53	0.3	0.41	0.21	0.64	0.77
ENSG00000232767	ENSG00000232767	lncRNA	0.66	0.63	0.41	0.18	0.47	0.63	-0.1	0.2
ENSG00000232806	ENSG00000232806	lncRNA	0.47	0.42	-1.15	-0.12	0.62	0.64	0.92	0.97
ENSG00000232855	ENSG00000232855	lncRNA	-0.9	0.77	-5.57	-0.32	-3.18	-1.24	-4.94	-2.62
ENSG00000232893	ENSG00000232893	lncRNA	-3.93	-0.29	0.49	0	-2.1	0.02	0.42	-0.26
ENSG00000232903	ENSG00000232903	lncRNA	0.63	0	-0.37	0.22	0.66	0.23	0.89	0.69
ENSG00000233005	ENSG00000233005	lncRNA	-1.79	-0.67	-0.35	0.16	0.68	0.92	0.84	0.73
ENSG00000233056	ENSG00000233056	lncRNA	-0.15	-1.11	-1.76	-0.29	0.54	0.36	1.06	1.19
ENSG00000233067	ENSG00000233067	lncRNA	-0.04	0.41	-0.98	0.03	-0.88	0.42	-2.31	-1.41
ENSG00000233070	ENSG00000233070	lncRNA	-1.69	-0.23	-0.33	-0.1	0.18	0.43	-0.03	0.24
ENSG00000233080	ENSG00000233080	lncRNA	-0.44	-1.21	-0.61	-0.17	0.26	-0.04	0.86	0.93
ENSG00000233117	ENSG00000233117	lncRNA	-5.33	-1.37	-0.35	-0.31	-3.46	-1.61	-1.25	-1.81
ENSG00000233147	ENSG00000233147	lncRNA	0.11	0.26	0.46	0.27	0.49	0.26	-0.2	-0.37
ENSG00000233183	ENSG00000233183	lncRNA	0.14	0.03	0.51	0.25	0.34	0.7	-0.07	-0.01
ENSG00000233203	ENSG00000233203	lncRNA	0.44	0.04	-0.35	0.09	-0.61	-1.34	0.44	0.59
ENSG00000233215	ENSG00000233215	lncRNA	0.34	0.45	0.53	0.3	0.76	0.91	0.61	0.68
ENSG00000233221	ENSG00000233221	lncRNA	-1.16	-2.84	-0.94	-0.24	-0.1	-0.79	0.64	0.78
ENSG00000233251	ENSG00000233251	lncRNA	0.71	0.77	-0.23	0.1	0.21	0.48	-0.12	-0.45
ENSG00000233304	ENSG00000233304	lncRNA	0.74	0.42	-0.66	0.2	0.48	-0.59	0.57	0.12
ENSG00000233397	ENSG00000233397	lncRNA	0.55	0.52	0.71	0.3	0.62	0.67	0.06	0.18
ENSG00000233403	ENSG00000233403	lncRNA	0.71	0.66	0.74	0.32	0.66	0.78	0.78	0.88
ENSG00000233408	ENSG00000233408	lncRNA	0.75	0.59	0.73	0.31	0.66	0.56	0.48	0.53
ENSG00000233420	ENSG00000233420	lncRNA	0.58	0.27	0.18	0.26	0.71	0.88	0.01	0.35
ENSG00000233421	ENSG00000233421	lncRNA	0.75	0.72	0.56	0.3	-0.63	-0.58	-1.17	-1.43
ENSG00000233479	ENSG00000233479	lncRNA	0.81	0.77	0.76	0.32	0.54	0.17	0.85	1.13
ENSG00000233485	ENSG00000233485	lncRNA	-0.47	0.56	0.22	0.23	0.75	0.89	0.11	0
ENSG00000233496	ENSG00000233496	lncRNA	0.69	0.61	0.37	0.08	0.28	0.24	0.82	1.1
ENSG00000233515	ENSG00000233515	lncRNA	-0.01	-0.06	-0.43	-0.07	0.44	0.6	0.76	1.04
ENSG00000233536	ENSG00000233536	lncRNA	-0.33	-1.93	-0.21	-0.01	0.49	0.54	-0.14	-0.1
ENSG00000233542	ENSG00000233542	lncRNA	0.7	0.56	0.38	0.26	0.62	0.8	-0.18	0.15
ENSG00000233577	ENSG00000233577	lncRNA	0.92	0.69	0.69	0.33	0.68	0.87	0.15	0.61
ENSG00000233589	ENSG00000233589	lncRNA	0.73	0.6	0.58	0.3	0.65	0.9	0.42	0.6
ENSG00000233610	ENSG00000233610	lncRNA	-0.21	-0.81	0.66	0.15	-0.24	-1.3	-0.06	-0.67
ENSG00000233639	ENSG00000233639	lncRNA	0.37	-0.06	-0.16	0.21	0.73	0.59	0.95	1.04
ENSG00000233725	ENSG00000233725	lncRNA	-1.77	-0.15	-1.42	-0.23	0.72	0.82	0.3	0.23
ENSG00000233754	ENSG00000233754	lncRNA	0.31	0.25	-0.74	0.12	0.45	0.44	0.63	0.69
ENSG00000233834	ENSG00000233834	lncRNA	-2.16	-1.84	0.13	-0.14	0.22	0.26	0.26	0.4
ENSG00000233850	ENSG00000233850	lncRNA	0.44	0.62	0.72	0.29	-0.17	0.59	0.44	-0.14
ENSG00000233858	ENSG00000233858	lncRNA	-1.16	-0.81	0.65	0.16	-0.1	-0.4	0.5	-0.34
ENSG00000233878	ENSG00000233878	lncRNA	0.22	-0.3	0.89	0.32	-0.05	-0.72	0.35	0.6
ENSG00000233901	ENSG00000233901	lncRNA	-1.22	-0.32	-0.26	0.08	0.43	0.7	0.02	-0.08
ENSG00000233903	ENSG00000233903	lncRNA	-0.68	-0.99	-0.84	-0.1	-0.49	-0.18	-0.03	0
ENSG00000233936	ENSG00000233936	lncRNA	-2.73	-1.47	-1.93	-0.53	0.63	0.41	0.95	0.97
ENSG00000233953	ENSG00000233953	lncRNA	-0.43	-1.26	0.7	0.25	0.47	0.32	0.32	0.54
ENSG00000233968	ENSG00000233968	lncRNA	0.77	0.6	-1.81	0.3	-0.96	-1.1	-0.44	-1.25
ENSG00000234155	ENSG00000234155	lncRNA	0.42	0.59	0.73	0.3	0.31	0.04	0.59	0.78
ENSG00000234182	ENSG00000234182	lncRNA	0.6	-1.23	0.45	0.3	0.39	-0.31	0.17	0.46
ENSG00000234184	ENSG00000234184	lncRNA	0.3	0.46	0.01	0.23	0.55	0.82	0.78	0.72
ENSG00000234223	ENSG00000234223	lncRNA	0.75	-0.08	0.5	0.29	0.69	0.81	0.9	1.04
ENSG00000234277	ENSG00000234277	lncRNA	0.21	-0.41	0.52	0.27	0.23	-0.32	-0.09	-0.53
ENSG00000234323	ENSG00000234323	lncRNA	0.6	0.42	0.65	0.25	0.31	-0.06	-0.19	-0.75
ENSG00000234336	ENSG00000234336	lncRNA	0.49	0.28	-0.62	0.28	-2.58	-3.26	-1.73	-2.31
ENSG00000234352	ENSG00000234352	lncRNA	0.61	0.38	0.38	0.23	0.63	0.69	0.02	0.41
ENSG00000234378	ENSG00000234378	lncRNA	-0.02	0.63	0.4	0.2	0.77	0.46	0.88	0.99
ENSG00000234405	ENSG00000234405	lncRNA	0.45	0.19	-0.57	0.14	-0.53	-2.38	-0.41	-0.96
ENSG00000234456	ENSG00000234456	lncRNA	0.81	0.83	-1.26	0.19	-0.91	-0.92	-0.89	-1.48
ENSG00000234476	ENSG00000234476	lncRNA	0.49	0.77	-0.95	0.13	-0.07	-0.99	0.33	-0.45
ENSG00000234477	ENSG00000234477	lncRNA	-1.14	-0.46	0.49	0.15	0.58	0.77	0.5	0.37
ENSG00000234493	ENSG00000234493	lncRNA	0.78	0.67	0.31	0.2	0.4	0.53	0.77	0.93
ENSG00000234527	ENSG00000234527	lncRNA	0.14	0.74	0.71	0.29	0.68	0.86	0.55	0.7
ENSG00000234567	ENSG00000234567	lncRNA	0.56	0.52	0.7	0.26	0.4	0.34	0.49	0.08
ENSG00000234577	ENSG00000234577	lncRNA	-2.99	-2.72	0.19	-0.46	-1.68	-0.8	-1.52	-1.68
ENSG00000234626	ENSG00000234626	lncRNA	0.21	0.71	0.74	0.28	0.73	0.89	0.76	0.76
ENSG00000234638	ENSG00000234638	lncRNA	0.7	0.79	0.39	0.27	-0.95	-1.01	-1.13	-1.33
ENSG00000234699	ENSG00000234699	lncRNA	-0.8	-1.97	0.66	0.14	-1.29	-2.76	-0.86	-1.61
ENSG00000234715	ENSG00000234715	lncRNA	-0.15	-0.68	0.34	0.19	-0.48	-0.46	0.29	0.49
ENSG00000234722	ENSG00000234722	lncRNA	-2.66	0.38	-5.69	-0.94	-0.41	0.78	-2.58	-1.2
ENSG00000234753	ENSG00000234753	lncRNA	0.79	1.04	-2.5	-0.4	0.19	0.62	0.84	0.81
ENSG00000234754	ENSG00000234754	lncRNA	-2.56	-1.71	0.32	-0.06	-1.67	-1.61	-1.54	-1.55
ENSG00000234796	ENSG00000234796	lncRNA	0.74	0.5	0.65	0.3	0.73	0.8	0.86	0.98
ENSG00000234810	ENSG00000234810	lncRNA	0.47	0.17	0.47	0.29	-0.95	-1.81	-0.79	-1.43
ENSG00000234869	ENSG00000234869	lncRNA	-1.66	-1.53	-0.26	0.11	-0.6	-0.8	-0.05	0.13
